,Date,ID,Tag,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
3392,2004-07-30 02:00:00,multisensor1,ItalianCity,-200,942,-200,"5,6",791,55,841,69,1551,859,"23,5","51,3","1,4670"
3393,2004-07-30 03:00:00,multisensor1,ItalianCity,-200,907,-200,"7,1",863,-200,782,-200,1669,919,"23,1","52,1","1,4518"
3394,2004-07-30 04:00:00,multisensor1,ItalianCity,-200,867,-200,"3,5",680,35,932,51,1477,777,"23,7","51,2","1,4795"
3395,2004-07-30 05:00:00,multisensor1,ItalianCity,-200,882,-200,"4,1",716,52,894,52,1494,790,"23,0","52,2","1,4516"
3396,2004-07-30 06:00:00,multisensor1,ItalianCity,-200,894,-200,"4,9",761,36,862,48,1504,768,"23,0","49,9","1,3849"
3397,2004-07-30 07:00:00,multisensor1,ItalianCity,-200,1263,-200,"19,4",1279,182,559,105,2132,1388,"23,0","50,9","1,4105"
3398,2004-07-30 08:00:00,multisensor1,ItalianCity,-200,1380,-200,"26,3",1463,297,470,150,2322,1691,"24,4","49,3","1,4814"
3399,2004-07-30 09:00:00,multisensor1,ItalianCity,-200,1333,-200,"22,0",1350,237,511,160,2186,1655,"26,8","46,6","1,6157"
3400,2004-07-30 10:00:00,multisensor1,ItalianCity,-200,1264,-200,"18,1",1244,235,584,167,1972,1496,"32,2","32,6","1,5412"
3401,2004-07-30 11:00:00,multisensor1,ItalianCity,-200,1115,-200,"12,1",1053,158,686,141,1722,1086,"34,8","26,0","1,4241"
3402,2004-07-30 12:00:00,multisensor1,ItalianCity,-200,1078,-200,"9,4",956,89,742,104,1628,763,"36,1","24,8","1,4628"
3403,2004-07-30 13:00:00,multisensor1,ItalianCity,-200,1055,-200,"10,1",980,80,742,101,1610,688,"37,7","21,8","1,3977"
3404,2004-07-30 14:00:00,multisensor1,ItalianCity,-200,1031,-200,"10,5",995,93,752,118,1580,694,"36,9","21,8","1,3384"
3405,2004-07-30 15:00:00,multisensor1,ItalianCity,-200,1033,-200,"10,8",1006,96,749,121,1564,725,"39,1","18,7","1,2884"
3406,2004-07-30 16:00:00,multisensor1,ItalianCity,-200,1043,-200,"9,6",962,98,777,124,1554,686,"39,3","18,9","1,3180"
3407,2004-07-30 17:00:00,multisensor1,ItalianCity,-200,1118,-200,"13,0",1084,104,684,127,1723,838,"38,2","21,8","1,4312"
3408,2004-07-30 18:00:00,multisensor1,ItalianCity,-200,1137,-200,"15,5",1165,121,649,137,1840,974,"36,6","23,3","1,4042"
3409,2004-07-30 19:00:00,multisensor1,ItalianCity,-200,1153,-200,"16,5",1194,116,628,137,1874,1038,"33,3","28,7","1,4454"
3410,2004-07-30 20:00:00,multisensor1,ItalianCity,-200,1145,-200,"14,5",1134,121,647,135,1828,1108,"30,9","34,2","1,5064"
3411,2004-07-30 21:00:00,multisensor1,ItalianCity,-200,1149,-200,"13,2",1092,114,667,118,1808,1135,"29,1","38,9","1,5384"
3412,2004-07-30 22:00:00,multisensor1,ItalianCity,-200,1149,-200,"14,8",1143,112,620,111,1827,1143,"28,1","40,3","1,5086"
3413,2004-07-30 23:00:00,multisensor1,ItalianCity,-200,1052,-200,"10,7",1002,81,716,85,1667,908,"27,0","41,6","1,4596"
3414,2004-07-31 00:00:00,multisensor1,ItalianCity,-200,-200,-200,"-200,0",-200,220,-200,158,-200,-200,-200,-200,-200
3415,2004-07-31 01:00:00,multisensor1,ItalianCity,-200,935,-200,"6,4",832,81,809,77,1566,778,"25,7","46,8","1,5230"
3416,2004-07-31 02:00:00,multisensor1,ItalianCity,-200,935,-200,"5,5",787,43,864,56,1588,728,"25,1","51,1","1,6044"
3417,2004-07-31 03:00:00,multisensor1,ItalianCity,-200,930,-200,"5,2",772,-200,854,-200,1613,728,"23,7","56,5","1,6341"
3418,2004-07-31 04:00:00,multisensor1,ItalianCity,-200,880,-200,"3,9",704,26,913,37,1529,676,"23,8","55,3","1,6068"
3419,2004-07-31 05:00:00,multisensor1,ItalianCity,"0,8",916,-200,"4,7",748,40,878,49,1559,742,"23,7","54,6","1,5823"
3420,2004-07-31 06:00:00,multisensor1,ItalianCity,"1,2",975,-200,"7,3",871,72,771,71,1666,942,"22,6","58,8","1,5903"
3421,2004-07-31 07:00:00,multisensor1,ItalianCity,1,948,-200,"6,4",829,68,801,71,1600,926,"24,0","53,4","1,5748"
3422,2004-07-31 08:00:00,multisensor1,ItalianCity,"1,5",1069,-200,"9,2",947,89,728,86,1763,1039,"25,2","51,0","1,6131"
3423,2004-07-31 09:00:00,multisensor1,ItalianCity,"2,8",1210,-200,"12,5",1067,151,642,125,1879,1158,"27,3","47,1","1,6807"
3424,2004-07-31 10:00:00,multisensor1,ItalianCity,"3,4",1272,-200,"15,7",1170,215,620,160,1957,1347,"32,8","33,4","1,6330"
3425,2004-07-31 11:00:00,multisensor1,ItalianCity,"3,3",1240,-200,"15,9",1175,196,614,174,1895,1262,"36,0","28,0","1,6304"
3426,2004-07-31 12:00:00,multisensor1,ItalianCity,"2,9",1171,-200,"14,6",1135,161,654,146,1797,1073,"38,5","23,8","1,5944"
3427,2004-07-31 13:00:00,multisensor1,ItalianCity,"2,2",1072,-200,"11,7",1039,120,745,127,1611,817,"39,8","20,5","1,4687"
3428,2004-07-31 14:00:00,multisensor1,ItalianCity,"1,6",970,-200,"7,4",873,88,859,114,1423,606,"38,1","22,0","1,4402"
3429,2004-07-31 15:00:00,multisensor1,ItalianCity,"0,9",938,-200,"6,1",816,38,917,65,1418,506,"40,0","20,0","1,4517"
3430,2004-07-31 16:00:00,multisensor1,ItalianCity,"1,1",976,-200,"6,9",852,47,866,77,1467,559,"40,4","19,8","1,4724"
3431,2004-07-31 17:00:00,multisensor1,ItalianCity,1,958,-200,"6,2",820,40,886,68,1452,530,"39,1","20,7","1,4270"
3432,2004-07-31 18:00:00,multisensor1,ItalianCity,"1,3",1014,-200,"8,1",903,58,816,92,1554,612,"37,3","24,3","1,5222"
3433,2004-07-31 19:00:00,multisensor1,ItalianCity,"1,6",1091,-200,"10,2",987,71,737,104,1711,774,"34,0","30,9","1,6158"
3434,2004-07-31 20:00:00,multisensor1,ItalianCity,"1,8",1080,-200,"10,7",1004,90,724,114,1704,899,"31,8","34,5","1,5911"
3435,2004-07-31 21:00:00,multisensor1,ItalianCity,"2,2",1128,-200,"13,0",1082,95,675,105,1817,1066,"30,1","37,7","1,5799"
3436,2004-07-31 22:00:00,multisensor1,ItalianCity,"1,8",1105,-200,"11,4",1027,85,684,85,1758,1040,"28,6","42,3","1,6251"
3437,2004-07-31 23:00:00,multisensor1,ItalianCity,"2,3",1141,-200,"13,3",1095,119,642,92,1816,1139,"27,7","44,6","1,6304"
3438,2004-08-01 00:00:00,multisensor1,ItalianCity,2,1104,-200,"11,2",1020,106,681,82,1771,1086,"26,6","47,5","1,6265"
3439,2004-08-01 01:00:00,multisensor1,ItalianCity,"1,8",1065,-200,"9,8",970,77,698,70,1724,1049,"25,7","50,7","1,6491"
3440,2004-08-01 02:00:00,multisensor1,ItalianCity,"0,9",971,-200,"6,2",821,28,820,40,1637,811,"25,1","53,9","1,6890"
3441,2004-08-01 03:00:00,multisensor1,ItalianCity,"0,5",891,-200,"3,6",691,-200,941,-200,1553,629,"24,8","58,7","1,8089"
3442,2004-08-01 04:00:00,multisensor1,ItalianCity,"0,6",936,-200,"4,0",713,21,883,26,1584,723,"23,5","63,6","1,8223"
3443,2004-08-01 05:00:00,multisensor1,ItalianCity,"0,4",845,-200,"2,6",625,17,993,21,1513,646,"24,3","59,4","1,7838"
3444,2004-08-01 06:00:00,multisensor1,ItalianCity,"0,4",872,-200,"2,6",627,24,997,30,1530,670,"23,3","62,0","1,7547"
3445,2004-08-01 07:00:00,multisensor1,ItalianCity,"0,4",903,-200,"2,9",648,19,975,21,1559,603,"24,1","63,1","1,8619"
3446,2004-08-01 08:00:00,multisensor1,ItalianCity,"0,8",971,-200,"4,2",722,39,876,35,1624,687,"25,0","60,7","1,8920"
3447,2004-08-01 09:00:00,multisensor1,ItalianCity,"0,8",1006,-200,"5,5",789,46,824,36,1657,733,"27,3","52,4","1,8707"
3448,2004-08-01 10:00:00,multisensor1,ItalianCity,"0,9",1012,-200,"5,8",804,53,832,48,1638,766,"32,4","37,3","1,7808"
3449,2004-08-01 11:00:00,multisensor1,ItalianCity,"0,7",975,-200,"4,5",737,32,896,39,1531,621,"35,4","31,3","1,7736"
3450,2004-08-01 12:00:00,multisensor1,ItalianCity,"0,6",944,-200,"4,3",730,30,933,34,1495,560,"37,4","28,2","1,7808"
3451,2004-08-01 13:00:00,multisensor1,ItalianCity,"0,5",857,-200,"3,5",685,24,1055,33,1331,451,"39,2","20,2","1,4104"
3452,2004-08-01 14:00:00,multisensor1,ItalianCity,"0,6",824,-200,"3,5",683,34,1119,42,1270,393,"38,1","18,5","1,2141"
3453,2004-08-01 15:00:00,multisensor1,ItalianCity,"0,7",868,-200,"3,9",707,63,1063,85,1325,417,"40,2","17,7","1,2989"
3454,2004-08-01 16:00:00,multisensor1,ItalianCity,"0,9",908,-200,"4,7",748,69,1020,92,1373,451,"39,7","19,1","1,3646"
3455,2004-08-01 17:00:00,multisensor1,ItalianCity,"0,9",912,-200,"5,3",776,61,991,84,1379,461,"38,5","19,8","1,3260"
3456,2004-08-01 18:00:00,multisensor1,ItalianCity,"1,2",986,-200,"6,4",830,73,906,100,1482,536,"36,6","24,6","1,4872"
3457,2004-08-01 19:00:00,multisensor1,ItalianCity,"1,4",1037,-200,"8,0",900,75,817,95,1584,619,"33,1","32,7","1,6200"
3458,2004-08-01 20:00:00,multisensor1,ItalianCity,"1,5",1088,-200,"9,2",948,69,743,77,1667,766,"30,7","38,7","1,6780"
3459,2004-08-01 21:00:00,multisensor1,ItalianCity,"1,7",1093,-200,"9,1",944,71,711,85,1655,785,"29,5","42,7","1,7316"
3460,2004-08-01 22:00:00,multisensor1,ItalianCity,"1,7",1142,-200,"9,1",945,73,682,83,1736,793,"27,8","52,6","1,9398"
3461,2004-08-01 23:00:00,multisensor1,ItalianCity,"1,7",1170,-200,"9,5",959,86,666,88,1798,838,"27,4","55,5","1,9998"
3462,2004-08-02 00:00:00,multisensor1,ItalianCity,"1,9",1142,-200,"9,1",945,65,672,68,1775,799,"27,3","57,1","2,0426"
3463,2004-08-02 01:00:00,multisensor1,ItalianCity,"1,2",986,-200,"5,0",762,74,821,97,1573,553,"26,7","60,1","2,0670"
3464,2004-08-02 02:00:00,multisensor1,ItalianCity,"0,7",942,-200,"3,7",696,45,916,51,1542,465,"26,2","61,6","2,0575"
3465,2004-08-02 03:00:00,multisensor1,ItalianCity,"0,3",882,-200,"2,2",595,-200,1097,-200,1463,406,"25,5","62,8","2,0236"
3466,2004-08-02 04:00:00,multisensor1,ItalianCity,"0,2",854,-200,"1,6",553,2,1203,5,1418,396,"25,5","61,8","1,9831"
3467,2004-08-02 05:00:00,multisensor1,ItalianCity,"0,4",910,-200,"2,7",630,29,1061,35,1504,468,"25,1","62,4","1,9602"
3468,2004-08-02 06:00:00,multisensor1,ItalianCity,"0,8",1005,-200,"5,6",791,42,829,56,1650,638,"24,6","62,7","1,9158"
3469,2004-08-02 07:00:00,multisensor1,ItalianCity,"1,9",1193,-200,"13,0",1085,146,610,110,1947,1097,"25,7","58,9","1,9156"
3470,2004-08-02 08:00:00,multisensor1,ItalianCity,-200,1297,-200,"17,8",1233,-200,544,-200,2129,1248,"27,1","54,4","1,9206"
3471,2004-08-02 09:00:00,multisensor1,ItalianCity,"1,9",1180,-200,"11,5",1031,163,633,124,1866,1067,"28,4","50,7","1,9329"
3472,2004-08-02 10:00:00,multisensor1,ItalianCity,"1,9",1134,-200,"11,1",1017,144,689,115,1774,964,"32,7","36,9","1,7953"
3473,2004-08-02 11:00:00,multisensor1,ItalianCity,"1,9",1113,-200,"11,0",1013,125,702,119,1781,903,"34,0","32,7","1,7146"
3474,2004-08-02 12:00:00,multisensor1,ItalianCity,"1,7",1084,-200,"10,7",1004,90,706,107,1761,839,"35,6","29,2","1,6684"
3475,2004-08-02 13:00:00,multisensor1,ItalianCity,"1,4",1009,-200,"8,5",921,76,778,99,1635,692,"37,1","25,6","1,5868"
3476,2004-08-02 14:00:00,multisensor1,ItalianCity,"1,2",1002,-200,"8,7",928,73,798,95,1636,629,"36,1","26,4","1,5505"
3477,2004-08-02 15:00:00,multisensor1,ItalianCity,"1,4",1007,-200,"9,4",956,73,763,105,1654,666,"37,9","23,8","1,5392"
3478,2004-08-02 16:00:00,multisensor1,ItalianCity,"1,4",996,-200,"9,5",959,80,779,117,1636,684,"38,0","22,2","1,4483"
3479,2004-08-02 17:00:00,multisensor1,ItalianCity,"1,9",1050,-200,"12,9",1082,121,705,157,1731,816,"36,9","22,7","1,3887"
3480,2004-08-02 18:00:00,multisensor1,ItalianCity,"2,2",1100,-200,"13,7",1107,129,676,173,1801,876,"35,5","25,7","1,4626"
3481,2004-08-02 19:00:00,multisensor1,ItalianCity,"1,9",1085,-200,"12,2",1057,103,689,139,1775,836,"32,8","32,2","1,5779"
3482,2004-08-02 20:00:00,multisensor1,ItalianCity,"1,7",1079,-200,"11,8",1042,87,697,116,1773,846,"30,5","38,2","1,6376"
3483,2004-08-02 21:00:00,multisensor1,ItalianCity,"1,2",1086,-200,"9,9",974,58,707,91,1733,795,"28,8","43,5","1,6989"
3484,2004-08-02 22:00:00,multisensor1,ItalianCity,"0,3",1092,-200,"10,7",1005,64,669,98,1746,836,"28,0","46,2","1,7210"
3485,2004-08-02 23:00:00,multisensor1,ItalianCity,"0,1",1097,-200,"9,4",956,58,708,93,1724,818,"27,1","49,4","1,7398"
3486,2004-08-03 00:00:00,multisensor1,ItalianCity,"0,1",1075,-200,"8,1",904,44,720,74,1692,777,"26,4","52,2","1,7708"
3487,2004-08-03 01:00:00,multisensor1,ItalianCity,-200,1008,-200,"6,6",838,28,774,50,1640,733,"26,2","52,3","1,7561"
3488,2004-08-03 02:00:00,multisensor1,ItalianCity,-200,895,-200,"3,3",672,19,941,36,1469,703,"27,1","47,4","1,6809"
3489,2004-08-03 03:00:00,multisensor1,ItalianCity,-200,838,-200,"1,7",559,-200,1186,-200,1428,559,"28,0","45,2","1,6832"
3490,2004-08-03 04:00:00,multisensor1,ItalianCity,-200,866,-200,"2,3",603,48,1077,55,1459,589,"25,8","50,9","1,6605"
3491,2004-08-03 05:00:00,multisensor1,ItalianCity,-200,872,-200,"2,5",617,77,1026,86,1456,585,"27,2","47,2","1,6803"
3492,2004-08-03 06:00:00,multisensor1,ItalianCity,-200,922,-200,"3,2",664,110,973,137,1503,644,"27,0","48,3","1,6946"
3493,2004-08-03 07:00:00,multisensor1,ItalianCity,-200,1362,-200,"19,3",1277,282,529,140,2188,1392,"25,9","51,5","1,7000"
3494,2004-08-03 08:00:00,multisensor1,ItalianCity,-200,1349,-200,"21,3",1333,275,487,142,2256,1533,"27,4","48,6","1,7447"
3495,2004-08-03 09:00:00,multisensor1,ItalianCity,-200,1298,-200,"17,2",1215,253,539,185,2068,1404,"29,1","45,5","1,7998"
3496,2004-08-03 10:00:00,multisensor1,ItalianCity,-200,1234,-200,"15,2",1154,211,596,173,1965,1204,"32,8","36,9","1,8030"
3497,2004-08-03 11:00:00,multisensor1,ItalianCity,-200,1147,-200,"10,6",999,176,697,158,1788,915,"34,7","32,1","1,7410"
3498,2004-08-03 12:00:00,multisensor1,ItalianCity,-200,1173,-200,"12,3",1061,153,650,127,1858,940,"33,7","35,1","1,8022"
3499,2004-08-03 13:00:00,multisensor1,ItalianCity,-200,1118,-200,"10,5",995,144,689,111,1779,863,"35,1","32,4","1,7996"
3500,2004-08-03 14:00:00,multisensor1,ItalianCity,-200,1078,-200,"9,3",951,127,722,114,1718,747,"35,4","30,9","1,7505"
3501,2004-08-03 15:00:00,multisensor1,ItalianCity,-200,1076,-200,"9,3",951,112,730,109,1675,704,"36,5","28,7","1,7256"
3502,2004-08-03 16:00:00,multisensor1,ItalianCity,-200,1103,-200,"11,0",1014,-200,684,-200,1749,791,"38,0","24,7","1,6073"
3503,2004-08-03 17:00:00,multisensor1,ItalianCity,-200,1117,-200,"12,1",1052,148,671,137,1780,824,"37,5","24,4","1,5515"
3504,2004-08-03 18:00:00,multisensor1,ItalianCity,-200,1166,-200,"13,7",1108,140,622,134,1854,913,"35,5","28,9","1,6468"
3505,2004-08-03 19:00:00,multisensor1,ItalianCity,-200,1157,-200,"12,9",1082,125,631,114,1854,907,"31,9","37,5","1,7442"
3506,2004-08-03 20:00:00,multisensor1,ItalianCity,-200,1136,-200,"10,3",990,111,672,100,1807,918,"30,1","45,0","1,8891"
3507,2004-08-03 21:00:00,multisensor1,ItalianCity,-200,1122,-200,"9,5",959,102,685,92,1798,914,"28,8","48,9","1,9105"
3508,2004-08-03 22:00:00,multisensor1,ItalianCity,-200,1121,-200,"10,3",989,108,659,97,1821,955,"28,8","48,8","1,9039"
3509,2004-08-03 23:00:00,multisensor1,ItalianCity,-200,1150,-200,"11,2",1020,132,645,111,1835,1063,"28,0","49,0","1,8237"
3510,2004-08-04 00:00:00,multisensor1,ItalianCity,-200,1074,-200,"9,2",949,104,678,89,1751,982,"27,5","51,5","1,8664"
3511,2004-08-04 01:00:00,multisensor1,ItalianCity,-200,1039,-200,"8,0",899,92,714,87,1717,914,"27,3","51,5","1,8440"
3512,2004-08-04 02:00:00,multisensor1,ItalianCity,-200,963,-200,"5,8",804,78,791,69,1658,861,"26,7","53,3","1,8366"
3513,2004-08-04 03:00:00,multisensor1,ItalianCity,-200,889,-200,"4,0",710,-200,889,-200,1566,713,"25,9","55,1","1,8117"
3514,2004-08-04 04:00:00,multisensor1,ItalianCity,-200,868,-200,"3,0",652,-200,962,-200,1526,740,"27,0","51,8","1,8147"
3515,2004-08-04 05:00:00,multisensor1,ItalianCity,-200,877,-200,"3,0",654,-200,987,-200,1529,801,"26,8","50,9","1,7693"
3516,2004-08-04 06:00:00,multisensor1,ItalianCity,-200,1056,-200,"7,8",893,-200,733,-200,1743,1132,"25,0","57,0","1,7792"
3517,2004-08-04 07:00:00,multisensor1,ItalianCity,-200,1288,-200,"19,3",1278,-200,521,-200,2182,1473,"26,2","52,8","1,7729"
3518,2004-08-04 08:00:00,multisensor1,ItalianCity,-200,1381,-200,"26,0",1454,-200,455,-200,2404,1607,"28,3","47,6","1,7981"
3519,2004-08-04 09:00:00,multisensor1,ItalianCity,-200,1113,-200,"10,6",1001,-200,663,-200,1783,1146,"29,9","42,1","1,7474"
3520,2004-08-04 10:00:00,multisensor1,ItalianCity,-200,1062,-200,"8,2",909,-200,764,-200,1687,867,"33,0","35,4","1,7504"
3521,2004-08-04 11:00:00,multisensor1,ItalianCity,-200,1094,-200,"9,9",976,-200,719,-200,1753,869,"35,6","30,6","1,7493"
3522,2004-08-04 12:00:00,multisensor1,ItalianCity,-200,1050,-200,"8,6",923,-200,747,-200,1662,744,"37,1","27,9","1,7309"
3523,2004-08-04 13:00:00,multisensor1,ItalianCity,-200,1056,-200,"8,7",926,-200,748,-200,1643,702,"37,9","25,7","1,6651"
3524,2004-08-04 14:00:00,multisensor1,ItalianCity,-200,944,-200,"6,0",814,-200,852,-200,1489,554,"37,2","23,6","1,4764"
3525,2004-08-04 15:00:00,multisensor1,ItalianCity,-200,1003,-200,"8,0",901,-200,813,-200,1589,661,"39,1","21,7","1,5031"
3526,2004-08-04 16:00:00,multisensor1,ItalianCity,-200,1018,-200,"7,6",881,-200,828,-200,1590,630,"39,3","22,0","1,5366"
3527,2004-08-04 17:00:00,multisensor1,ItalianCity,-200,1108,-200,"10,7",1003,-200,727,-200,1710,803,"38,2","23,8","1,5666"
3528,2004-08-04 18:00:00,multisensor1,ItalianCity,-200,1049,-200,"8,7",927,-200,750,-200,1659,727,"34,0","33,2","1,7395"
3529,2004-08-04 19:00:00,multisensor1,ItalianCity,-200,1078,-200,"8,0",897,-200,732,-200,1751,894,"25,5","58,6","1,8891"
3530,2004-08-04 20:00:00,multisensor1,ItalianCity,-200,999,-200,"7,2",867,-200,785,-200,1644,864,"27,2","46,0","1,6376"
3531,2004-08-04 21:00:00,multisensor1,ItalianCity,-200,943,-200,"5,7",798,-200,846,-200,1571,743,"27,6","45,2","1,6479"
3532,2004-08-04 22:00:00,multisensor1,ItalianCity,-200,987,-200,"5,5",790,-200,838,-200,1608,830,"25,4","52,7","1,6867"
3533,2004-08-04 23:00:00,multisensor1,ItalianCity,-200,939,-200,"4,6",743,-200,894,-200,1539,675,"26,1","49,4","1,6491"
3534,2004-08-05 00:00:00,multisensor1,ItalianCity,-200,1015,-200,"6,6",840,-200,783,-200,1664,839,"25,0","53,6","1,6721"
3535,2004-08-05 01:00:00,multisensor1,ItalianCity,-200,935,-200,"4,5",737,-200,869,-200,1548,758,"25,4","52,9","1,6980"
3536,2004-08-05 02:00:00,multisensor1,ItalianCity,-200,908,-200,"3,8",700,-200,922,-200,1547,644,"25,4","54,4","1,7384"
3537,2004-08-05 03:00:00,multisensor1,ItalianCity,-200,853,-200,"2,3",605,-200,1032,-200,1488,615,"25,4","54,6","1,7432"
3538,2004-08-05 04:00:00,multisensor1,ItalianCity,-200,851,-200,"2,1",592,-200,1054,-200,1482,578,"24,5","57,1","1,7327"
3539,2004-08-05 05:00:00,multisensor1,ItalianCity,-200,957,-200,"3,9",705,-200,857,-200,1578,843,"22,8","63,7","1,7392"
3540,2004-08-05 06:00:00,multisensor1,ItalianCity,-200,1059,-200,"6,5",836,-200,742,-200,1675,1113,"22,6","64,1","1,7358"
3541,2004-08-05 07:00:00,multisensor1,ItalianCity,-200,1261,-200,"14,5",1134,-200,557,-200,2015,1388,"24,3","58,0","1,7429"
3542,2004-08-05 08:00:00,multisensor1,ItalianCity,-200,1215,-200,"15,1",1150,-200,574,-200,1962,1310,"26,5","50,4","1,7215"
3543,2004-08-05 09:00:00,multisensor1,ItalianCity,-200,1097,-200,"9,0",940,-200,676,-200,1727,1056,"28,1","45,4","1,6970"
3544,2004-08-05 10:00:00,multisensor1,ItalianCity,-200,1135,-200,"11,4",1030,-200,662,-200,1789,1104,"31,7","36,7","1,6843"
3545,2004-08-05 11:00:00,multisensor1,ItalianCity,-200,1117,-200,"11,2",1020,104,706,115,1731,973,"35,8","28,7","1,6626"
3546,2004-08-05 12:00:00,multisensor1,ItalianCity,-200,1108,-200,"10,2",985,98,727,108,1708,1001,"36,8","27,2","1,6623"
3547,2004-08-05 13:00:00,multisensor1,ItalianCity,-200,1038,-200,"8,2",906,66,808,86,1567,747,"38,3","24,5","1,6220"
3548,2004-08-05 14:00:00,multisensor1,ItalianCity,-200,985,-200,"6,6",838,60,850,84,1541,653,"34,2","30,8","1,6299"
3549,2004-08-05 15:00:00,multisensor1,ItalianCity,-200,1100,-200,"6,4",832,85,767,97,1695,934,"28,7","51,4","1,9871"
3550,2004-08-05 16:00:00,multisensor1,ItalianCity,-200,1067,-200,"7,0",855,90,748,102,1700,811,"23,9","69,1","2,0202"
3551,2004-08-05 17:00:00,multisensor1,ItalianCity,-200,1140,-200,"9,6",963,122,669,102,1815,918,"21,5","78,8","1,9939"
3552,2004-08-05 18:00:00,multisensor1,ItalianCity,-200,1113,-200,"9,4",954,117,682,99,1801,899,"21,6","78,5","1,9940"
3553,2004-08-05 19:00:00,multisensor1,ItalianCity,-200,1124,-200,"10,2",984,115,678,97,1826,902,"21,5","78,4","1,9818"
3554,2004-08-05 20:00:00,multisensor1,ItalianCity,-200,1056,-200,"7,7",886,127,732,101,1721,900,"20,8","80,9","1,9637"
3555,2004-08-05 21:00:00,multisensor1,ItalianCity,-200,1002,-200,"5,4",783,79,805,92,1623,875,"20,7","81,8","1,9717"
3556,2004-08-05 22:00:00,multisensor1,ItalianCity,-200,971,-200,"5,5",789,61,816,70,1594,879,"23,1","70,1","1,9582"
3557,2004-08-05 23:00:00,multisensor1,ItalianCity,-200,1001,-200,"5,7",799,67,829,72,1619,859,"22,7","68,4","1,8627"
3558,2004-08-06 00:00:00,multisensor1,ItalianCity,-200,1058,-200,"7,2",867,93,731,80,1685,1048,"22,1","72,6","1,9105"
3559,2004-08-06 01:00:00,multisensor1,ItalianCity,-200,1030,-200,"6,8",848,77,734,71,1691,1048,"21,8","74,1","1,9150"
3560,2004-08-06 02:00:00,multisensor1,ItalianCity,-200,950,-200,"5,0",762,60,827,69,1616,959,"21,9","72,8","1,8944"
3561,2004-08-06 03:00:00,multisensor1,ItalianCity,-200,912,-200,"4,1",716,-200,875,-200,1586,898,"21,7","73,2","1,8763"
3562,2004-08-06 04:00:00,multisensor1,ItalianCity,-200,893,-200,"3,4",676,45,930,55,1567,859,"21,4","75,5","1,9033"
3563,2004-08-06 05:00:00,multisensor1,ItalianCity,"0,7",938,-200,"4,4",734,65,847,57,1607,947,"21,4","75,5","1,9069"
3564,2004-08-06 06:00:00,multisensor1,ItalianCity,"1,2",1065,-200,"7,7",889,94,722,56,1760,1081,"21,9","74,9","1,9396"
3565,2004-08-06 07:00:00,multisensor1,ItalianCity,"2,3",1240,-200,"13,6",1102,205,588,72,1989,1257,"22,0","75,9","1,9817"
3566,2004-08-06 08:00:00,multisensor1,ItalianCity,3,1307,-200,"19,1",1270,240,516,84,2191,1404,"22,5","74,9","2,0190"
3567,2004-08-06 09:00:00,multisensor1,ItalianCity,"2,9",1229,-200,"16,3",1188,237,557,97,2033,1412,"24,5","66,2","2,0011"
3568,2004-08-06 10:00:00,multisensor1,ItalianCity,"2,6",1220,-200,"14,2",1122,245,601,107,1974,1428,"25,6","61,2","1,9808"
3569,2004-08-06 11:00:00,multisensor1,ItalianCity,"2,6",1218,-200,"15,6",1168,206,607,117,2000,1451,"29,3","48,4","1,9367"
3570,2004-08-06 12:00:00,multisensor1,ItalianCity,"2,6",1171,-200,"14,4",1129,156,631,120,1911,1346,"33,5","36,0","1,8395"
3571,2004-08-06 13:00:00,multisensor1,ItalianCity,"2,1",1067,-200,"10,5",995,126,717,110,1730,1093,"35,6","29,8","1,7045"
3572,2004-08-06 14:00:00,multisensor1,ItalianCity,"1,7",1054,-200,"10,2",985,108,735,104,1742,940,"33,7","33,4","1,7186"
3573,2004-08-06 15:00:00,multisensor1,ItalianCity,"1,9",1051,-200,"10,7",1003,102,711,110,1715,909,"34,1","33,3","1,7509"
3574,2004-08-06 16:00:00,multisensor1,ItalianCity,"2,5",1103,-200,"11,6",1035,110,672,111,1834,1005,"31,5","43,5","1,9797"
3575,2004-08-06 17:00:00,multisensor1,ItalianCity,"1,1",970,-200,"7,9",894,57,761,64,1649,756,"32,5","40,6","1,9481"
3576,2004-08-06 18:00:00,multisensor1,ItalianCity,"2,1",1100,-200,"11,7",1038,109,668,92,1873,1080,"29,8","45,2","1,8642"
3577,2004-08-06 19:00:00,multisensor1,ItalianCity,"2,6",1129,-200,"14,6",1137,151,606,114,1952,1220,"27,7","49,9","1,8189"
